id,cardMessageMasterId,cardTypeNo,cardTypeName,cardid,cardName,type,messageId,messageEventId,eventTypeId,eventType,title,selectType,result,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
725,725,5,賢さ,90,メジロドーベル(SSRサポート),5,4,2,2,通常イベント,シチースポットを目指して,ナビのアプリを使うといいぞ,,『コーナー加速◯』のヒントLv+1,ユキノビジンの絆ゲージ+5,,,,,,,,
726,726,5,賢さ,90,メジロドーベル(SSRサポート),5,4,2,2,通常イベント,シチースポットを目指して,ナビのアプリを使うといいぞ,,『コーナー加速◯』のヒントLv+1,ユキノビジンの絆ゲージ+5,,,,,,,,
727,727,5,賢さ,91,セイウンスカイ(SSR賢さ),5,1,1,1,連続イベント,いきなりマーダーミステリー！　その1,茶碗蒸し、美味しそうなのにね……,,体力+10,セイウンスカイの絆ゲージ+5,,,,,,,,
728,728,5,賢さ,91,セイウンスカイ(SSR賢さ),5,1,2,1,連続イベント,いきなりマーダーミステリー！　その2,掃除用具を持ってたとか,,賢さ+5,『先行駆け引き』のヒントLv+1,セイウンスカイの絆ゲージ+5,,,,,,,
729,729,5,賢さ,91,セイウンスカイ(SSR賢さ),5,1,3,1,連続イベント,いきなりマーダーミステリー！　その2,というか、本当にただの清掃員……？,,体力+5,スキルpt+10,セイウンスカイの絆ゲージ+5,,,,,,,
730,730,5,賢さ,91,セイウンスカイ(SSR賢さ),5,1,4,1,連続イベント,いきなりマーダーミステリー！　その3,セイウンスカイが犯人,,賢さ+10,『先陣の心得』のヒントLv+3,セイウンスカイの絆ゲージ+5,,,,,,,
731,731,5,賢さ,91,セイウンスカイ(SSR賢さ),5,1,5,1,連続イベント,いきなりマーダーミステリー！　その3,セイウンスカイが犯人,,賢さ+5,『先陣の心得』のヒントLv+1,セイウンスカイの絆ゲージ+5,,,,,,,
732,732,5,賢さ,91,セイウンスカイ(SSR賢さ),5,1,6,1,連続イベント,いきなりマーダーミステリー！　その3,グラスワンダーが犯人,,体力+10,スタミナ+10,スキルpt+15,,,,,,,
733,733,5,賢さ,91,セイウンスカイ(SSR賢さ),5,2,1,2,通常イベント,ゆる募、助言者,場所が悪いのかも,,賢さ+15,セイウンスカイの絆ゲージ+5,,,,,,,,
734,734,5,賢さ,91,セイウンスカイ(SSR賢さ),5,2,2,2,通常イベント,ゆる募、助言者,釣竿の動かし方を変えたら？,,『リードキープ』のヒントLv+1,セイウンスカイの絆ゲージ+5,,,,,,,,
735,735,5,賢さ,91,セイウンスカイ(SSR賢さ),5,3,1,2,通常イベント,ゆる募、ネコの捕まえ方,日向で待つ,,体力+10,賢さ+5,セイウンスカイの絆ゲージ+5,,,,,,,
736,736,5,賢さ,91,セイウンスカイ(SSR賢さ),5,3,2,2,通常イベント,ゆる募、ネコの捕まえ方,全力で追いかける！,,体力-10,スピード+15,スタミナ+5,セイウンスカイの絆ゲージ+5,,,,,,
737,737,5,賢さ,92,ビワハヤヒデ(BD特典),5,1,1,1,連続イベント,plan：Safety,選択肢なし,,パワー+5,賢さ+5,ビワハヤヒデの絆ゲージ+5,,,,,,,
738,738,5,賢さ,92,ビワハヤヒデ(BD特典),5,2,1,1,連続イベント,濃いめ、バリカタ、爆盛り,選択肢なし,成功時：,スキルPt+10,『コーナー回復◯』のヒントLv+1,,,,,,,,
739,739,5,賢さ,92,ビワハヤヒデ(BD特典),5,2,2,1,連続イベント,濃いめ、バリカタ、爆盛り,選択肢なし,失敗時：,スキルPt+10,,,,,,,,,
740,740,5,賢さ,92,ビワハヤヒデ(BD特典),5,3,1,1,連続イベント,友がくれたもの,選択肢なし,,パワー+5,賢さ+5,『クールダウン』のヒントLv+1,ビワハヤヒデの絆ゲージ+5,,,,,,
741,741,5,賢さ,92,ビワハヤヒデ(BD特典),5,4,1,2,通常イベント,ぎりぎり様相論,ぎりぎりまでトレーニング,,パワー+15,ビワハヤヒデの絆ゲージ+5,,,,,,,,
742,742,5,賢さ,92,ビワハヤヒデ(BD特典),5,4,2,2,通常イベント,ぎりぎり様相論,前のレースを観察する,,スピード+10,スキルPt+15,ビワハヤヒデの絆ゲージ+5,,,,,,,
743,743,5,賢さ,92,ビワハヤヒデ(BD特典),5,5,1,2,通常イベント,脱・無難論,頭で考えるより、行動あるのみ,,体力-10,『内弁慶』のヒントLv+1,ビワハヤヒデの絆ゲージ+5,,,,,,,
744,744,5,賢さ,92,ビワハヤヒデ(BD特典),5,5,2,2,通常イベント,脱・無難論,ケガをしたら元も子もない,,体力+10,スタミナ+10,ビワハヤヒデの絆ゲージ+5,,,,,,,
745,745,5,賢さ,93,ナイスネイチャ(SSRサポート),5,1,1,1,連続イベント,最強ムテキのネイチャさん？,選択肢なし,,やる気アップ,根性+5,賢さ+5,ナイスネイチャの絆ゲージ+5,,,,,,
746,746,5,賢さ,93,ナイスネイチャ(SSRサポート),5,2,1,1,連続イベント,抑えられないキモチ,甘いお菓子を食べよう,,体力+10,ナイスネイチャの絆ゲージ+5,,,,,,,,
747,747,5,賢さ,93,ナイスネイチャ(SSRサポート),5,3,1,1,連続イベント,走って頭をからっぽにしよう,,,体力-5,スピード+5,パワー+5,バッドコンディションが治る,ナイスネイチャの絆ゲージ+5,,,,,
748,748,5,賢さ,93,ナイスネイチャ(SSRサポート),5,4,1,1,連続イベント,クイズでリベンジっ！！,選択肢なし,,体力+10,スピード+5,賢さ+5,『乗り換え上手』のヒントLv+1,ナイスネイチャの絆ゲージ+5,,,,,
749,749,5,賢さ,93,ナイスネイチャ(SSRサポート),5,5,1,2,通常イベント,（ニャンとも）ガラじゃない,癒されることも大事だと伝える,,体力+20,ナイスネイチャの絆ゲージ+5,,,,,,,,
750,750,5,賢さ,93,ナイスネイチャ(SSRサポート),5,5,2,2,通常イベント,（ニャンとも）ガラじゃない,クレバーに入店する方法を伝える,,体力+10,賢さ+5,ナイスネイチャの絆ゲージ+5,,,,,,,
751,751,5,賢さ,93,ナイスネイチャ(SSRサポート),5,6,1,2,通常イベント,（美味しい）おせっかい,大根おろしで食べるペースアップ！,,『ペースアップ』のヒントLv+1,ナイスネイチャの絆ゲージ+5,,,,,,,,
752,752,5,賢さ,93,ナイスネイチャ(SSRサポート),5,6,2,2,通常イベント,（美味しい）おせっかい,寮で天ぷら祭りだ！,,やる気アップ,体力最大値+4,ナイスネイチャの絆ゲージ+5,,,,,,,
753,753,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,1,1,1,連続イベント,ステータス『つまらない？』,今のままでいいと思う！,,スピード+10,『勢い任せ』のヒントLv+1,ミホノブルボンの絆ゲージ+5,,,,,,,
754,754,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,1,2,1,連続イベント,ステータス『つまらない？』,表情を変えずに済む仮装は？,,賢さ+15,ミホノブルボンの絆ゲージ+5,,,,,,,,
755,755,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,2,1,1,連続イベント,ステータス『そのまま』,選択肢なし,,スタミナ+5,賢さ+10,,,,,,,,
756,756,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,3,1,1,連続イベント,ステータス『楽しい！』,選択肢なし,,スタミナ+5,賢さ+10,『先手必勝』のヒントLv+1,,,,,,,
757,757,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,4,1,2,通常イベント,他人に危害を及ぼしてはならない,すごく重そうだ……,,体力-10,スタミナ+5,パワー+15,ミホノブルボンの絆ゲージ+5,,,,,,
758,758,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,5,1,2,通常イベント,命令は守らなければならない,夜だと、音が少し響くかもな,,体力+10,賢さ+5,ミホノブルボンの絆ゲージ+5,,,,,,,
759,759,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,6,1,2,通常イベント,開店直前から待機しておこう,選択肢なし,,『集中力』のヒントLv+1,,,,,,,,,
760,760,5,賢さ,94,ミホノブルボン(イベント配布報酬),5,7,1,2,通常イベント,昼休みになったらダッシュ！,選択肢なし,,スピード+10,スキルPt+15,ミホノブルボンの絆ゲージ+5,,,,,,,
761,761,5,賢さ,95,カレンチャン(SSRサポート),5,1,1,1,連続イベント,#カレンの可能性,そんなことないよ,成功時：,スピード+10,賢さ+10,『抜け駆け禁止』のヒントLv+1,カレンチャンの絆ゲージ+5,,,,,,
762,762,5,賢さ,95,カレンチャン(SSRサポート),5,1,2,1,連続イベント,#カレンの可能性,そんなことないよ,失敗時：スピード+5,賢さ+5,カレンチャンの絆ゲージ+5,,,,,,,,
763,763,5,賢さ,95,カレンチャン(SSRサポート),5,1,3,1,連続イベント,#カレンの可能性,うーん……,,体力+30,『遊びはおしまいっ！』のヒントLv+1,連続イベントが終了,,,,,,,
764,764,5,賢さ,95,カレンチャン(SSRサポート),5,2,1,1,連続イベント,#カレンの疑問,選択肢なし,,賢さ+10,,,,,,,,,
765,765,5,賢さ,95,カレンチャン(SSRサポート),5,3,1,1,連続イベント,#カレンらしく,選択肢なし,成功時：,賢さ+10,スキルpt+20,『準備万全！』のヒントLv+3,カレンチャンの絆ゲージ+5,,,,,,
766,766,5,賢さ,95,カレンチャン(SSRサポート),5,3,2,1,連続イベント,#カレンらしく,選択肢なし,失敗時：,賢さ+5,スキルPt+10,『仕掛け準備』のヒントLv+3,カレンチャンの絆ゲージ+5,,,,,,
767,767,5,賢さ,95,カレンチャン(SSRサポート),5,4,1,2,通常イベント,#あなただけのカワイイ,知的な感じがよさそう,,スピード+5,賢さ+10,カレンチャンの絆ゲージ+5,,,,,,,
768,768,5,賢さ,95,カレンチャン(SSRサポート),5,4,2,2,通常イベント,#あなただけのカワイイ,元気いっぱいなのがいい！,,スピード+10,パワー+5,カレンチャンの絆ゲージ+5,,,,,,,
769,769,5,賢さ,95,カレンチャン(SSRサポート),5,5,1,2,通常イベント,#カワイイフォーユー☆,集合写真はどう？,,スキルPt+15,カレンチャンの絆ゲージ+5,,,,,,,,
770,770,5,賢さ,95,カレンチャン(SSRサポート),5,5,2,2,通常イベント,#カワイイフォーユー☆,整列して効率よく撮影しよう！,,『後方釘付』のヒントLv+1,カレンチャンの絆ゲージ+5,,,,,,,,
771,771,5,賢さ,96,ナリタタイシン(SSRサポート),5,1,1,1,連続イベント,タイシンの恩返し,選択肢なし,,体力-5,スタミナ+10,賢さ+10,ナリタタイシンの絆ゲージ+5,,,,,,
772,772,5,賢さ,96,ナリタタイシン(SSRサポート),5,2,1,1,連続イベント,素直トレーニング！,いい友達だな,,パワー+10,『軽やかステップ』のヒントLv+1,ナリタタイシンの絆ゲージ+5,,,,,,,
773,773,5,賢さ,96,ナリタタイシン(SSRサポート),5,2,2,1,連続イベント,素直トレーニング！,今度は2人に素直になってもらおう！,,スタミナ+10,『パス上手』のヒントLv+1,ナリタタイシンの絆ゲージ+5,,,,,,,
774,774,5,賢さ,96,ナリタタイシン(SSRサポート),5,3,1,1,連続イベント,真っ直ぐ届け、この気持ち！,選択肢なし,成功：,スタミナ+10,賢さ+10,『眠れる獅子』のヒントLv+3,※賢さにより成功確率が上がる,,,,,,
775,775,5,賢さ,96,ナリタタイシン(SSRサポート),5,3,2,1,連続イベント,真っ直ぐ届け、この気持ち！,選択肢なし,失敗：,スタミナ+5,賢さ+5,『後方待機』のヒントLv+3,,,,,,,
776,776,5,賢さ,96,ナリタタイシン(SSRサポート),5,4,1,1,通常イベント,別に、ほっといて,せめて応援させて！,スタミナ+5,スキルPt+15,ナリタタイシンの絆ゲージ+5,,,,,,,,
777,777,5,賢さ,96,ナリタタイシン(SSRサポート),5,4,2,2,通常イベント,別に、ほっといて,でも、力になりたいんだ,パワー+5,スキルPt+15,ナリタタイシンの絆ゲージ+5,,,,,,,,
778,778,5,賢さ,96,ナリタタイシン(SSRサポート),5,5,1,2,通常イベント,別に、邪魔しないで,選択肢なしの場合,『追い上げ』のヒントLv+1,ナリタタイシンの絆ゲージ+5,,,,,,,,,
779,779,5,賢さ,96,ナリタタイシン(SSRサポート),5,5,2,2,通常イベント,別に、邪魔しないで,遅くならないようにな,『追い上げ』のヒントLv+1,ナリタタイシンの絆ゲージ+5,,,,,,,,,
780,780,5,賢さ,96,ナリタタイシン(SSRサポート),5,5,3,2,通常イベント,別に、邪魔しないで,無理はよくない,スキルPt+30,ナリタタイシンの絆ゲージ+5,,,,,,,,,
781,781,5,賢さ,97,ニシノフラワー(SSR賢さ),5,1,1,1,連続イベント,小さな花に潤いを,選択肢なし,,賢さ+10,スキルPt+10,ニシノフラワーの絆ゲージ+5,,,,,,,
782,782,5,賢さ,97,ニシノフラワー(SSR賢さ),5,2,1,1,連続イベント,私、ママになりますっ！,今日の君はバッチリだったよ！,,スキルPt+15,『ギアシフト』のヒントLv+1,ニシノフラワーの絆ゲージ+5,,,,,,,
783,783,5,賢さ,97,ニシノフラワー(SSR賢さ),5,2,2,1,連続イベント,私、ママになりますっ！,その気持ちは届いてるよ,,やる気アップ,バッドコンディションを全て解消,ニシノフラワーの絆ゲージ+10,,,,,,,
784,784,5,賢さ,97,ニシノフラワー(SSR賢さ),5,2,3,1,連続イベント,私、ママになりますっ！,いつかなれるといいな,,パワー+25,ニシノフラワーの絆ゲージ-5,連続イベントが終了,,,,,,,
785,785,5,賢さ,97,ニシノフラワー(SSR賢さ),5,3,1,1,連続イベント,花咲く想いを込めて,選択肢なし,,体力+20,『決意の直滑降』のヒントLv+1,,,,,,,,
786,786,5,賢さ,97,ニシノフラワー(SSR賢さ),5,4,1,2,通常イベント,きれいに咲こうねっ♪,手分けして効率化をはかろう！,,賢さ+15,ニシノフラワーの絆ゲージ+5,,,,,,,,
787,787,5,賢さ,97,ニシノフラワー(SSR賢さ),5,4,2,2,通常イベント,きれいに咲こうねっ♪,急いでじょうろに水を入れてくる！,,スピード+10,パワー+5,ニシノフラワーの絆ゲージ+5,,,,,,,
788,788,5,賢さ,97,ニシノフラワー(SSR賢さ),5,5,1,2,通常イベント,温もり愛情弁当,可愛いおかずだ,,『愛嬌◯』になる,ニシノフラワーの絆ゲージ+5,,,,,,,,
789,789,5,賢さ,97,ニシノフラワー(SSR賢さ),5,5,2,2,通常イベント,温もり愛情弁当,栄養ありそうだ,,体力+20,ニシノフラワーの絆ゲージ+5,,,,,,,,
790,790,5,賢さ,98,フジキセキ(SRサポート),5,1,1,1,連続イベント,アブラカダブラ,選択肢なし,,賢さ+10,,,,,,,,,
791,791,5,賢さ,98,フジキセキ(SRサポート),5,2,1,1,連続イベント,アウトオブディスワールド,選択肢なし,,賢さ+10,スキルPt+15,『追込焦り』のヒントLv+1,,,,,,,
792,792,5,賢さ,98,フジキセキ(SRサポート),5,3,1,2,通常イベント,スライハンド,さっきこっそり入れ――,,賢さ+5,スキルPt+15,フジキセキの絆ゲージ+5,,,,,,,
793,793,5,賢さ,98,フジキセキ(SRサポート),5,3,2,2,通常イベント,スライハンド,すごいマジックパワーだ……！,,パワー+5,スキルPt+15,フジキセキの絆ゲージ+5,,,,,,,
794,794,5,賢さ,98,フジキセキ(SRサポート),5,4,1,2,通常イベント,ミスディレクション,最終コーナーのコツ,,『抜け出し準備』のヒントLv+1,フジキセキの絆ゲージ+5,,,,,,,,
795,795,5,賢さ,98,フジキセキ(SRサポート),5,4,2,2,通常イベント,ミスディレクション,走りのテクニック,,スキルPt+30,フジキセキの絆ゲージ+5,,,,,,,,
796,796,5,賢さ,99,ダイワスカーレット(SRサポート),5,1,1,1,連続イベント,相手が誰でも負けないんだから！,選択肢なし,,体力+15,賢さ+5,ダイワスカーレットの絆ゲージ+5,,,,,,,
797,797,5,賢さ,99,ダイワスカーレット(SRサポート),5,2,1,1,連続イベント,清掃だって負けないんだから！,選択肢なし,,賢さ+10,『まき直し』のヒントLv+1,,,,,,,,
798,798,5,賢さ,99,ダイワスカーレット(SRサポート),5,3,1,2,通常イベント,明日は私が勝つんだから！,いつもこんなに早いのか？,,賢さ+10,ダイワスカーレットの絆ゲージ+5,,,,,,,,
799,799,5,賢さ,99,ダイワスカーレット(SRサポート),5,3,2,2,通常イベント,明日は私が勝つんだから！,2番でも充分偉いよ,,やる気アップ,スキルPt+15,ダイワスカーレットの絆ゲージ+5,,,,,,,
800,800,5,賢さ,99,ダイワスカーレット(SRサポート),5,4,1,2,通常イベント,このくらい平気なんだから！,テーピングしようか？,,『スタミナキープ』のヒントLv+1,ダイワスカーレットの絆ゲージ+5,,,,,,,,
801,801,5,賢さ,99,ダイワスカーレット(SRサポート),5,4,2,2,通常イベント,このくらい平気なんだから！,念のため保健室へ行っておこう！,,体力+20,やる気アップ,ダイワスカーレットの絆ゲージ+5,,,,,,,
802,802,5,賢さ,100,アグネスタキオン(SRサポート),5,1,1,1,連続イベント,Report『特化鍛錬による可能性』,選択肢なし,,賢さ+5,スキルPt+15,,,,,,,,
803,803,5,賢さ,100,アグネスタキオン(SRサポート),5,2,1,1,連続イベント,Report『未定（休憩も大事）』,選択肢なし,,賢さ+10,スキルPt+15,『逃げけん制』のヒントLv+1,,,,,,,
804,804,5,賢さ,100,アグネスタキオン(SRサポート),5,3,1,2,通常イベント,要検証・他者の介在による偶発性,走法,,『差しのコツ◯』のヒントLv+1,アグネスタキオンの絆ゲージ+5,,,,,,,,
805,805,5,賢さ,100,アグネスタキオン(SRサポート),5,3,2,2,通常イベント,要検証・他者の介在による偶発性,判断力,,賢さ+10,アグネスタキオンの絆ゲージ+5,,,,,,,,
806,806,5,賢さ,100,アグネスタキオン(SRサポート),5,4,1,2,通常イベント,要検証・睡眠時間と作業能率,パワフルなんだな,,パワー+5,賢さ+5,アグネスタキオンの絆ゲージ+5,,,,,,,
807,807,5,賢さ,100,アグネスタキオン(SRサポート),5,4,2,2,通常イベント,要検証・睡眠時間と作業能率,難しい論文に取り組んでるんだな,,賢さ+10,アグネスタキオンの絆ゲージ+5,,,,,,,,
808,808,5,賢さ,101,マーベラスサンデー(SRサポート),5,1,1,1,連続イベント,世界マーベラス計画☆,選択肢なし,,根性+5,賢さ+5,,,,,,,,
809,809,5,賢さ,101,マーベラスサンデー(SRサポート),5,2,2,1,連続イベント,とってもすごいよマーベラス☆,選択肢なし,,根性+15,賢さ+15,,,,,,,,
810,810,5,賢さ,101,マーベラスサンデー(SRサポート),5,3,3,1,通常イベント,マーベラスにするために☆,自分から全力でぶつかっていくとか…？,,体力+10,やる気アップ,マーベラスサンデーの絆ゲージ+5,,,,,,,
811,811,5,賢さ,101,マーベラスサンデー(SRサポート),5,4,3,2,通常イベント,マーベラスにするために☆,関西人みたいなノリと勢いで、とか…？,,『阪神レース場◯』のヒントLv+1,マーベラスサンデーの絆ゲージ+5,,,,,,,,
812,812,5,賢さ,101,マーベラスサンデー(SRサポート),5,5,4,1,通常イベント,問答無用のマーベラス☆,最近、力が出なくて,,体力+10,スピード+5,マーベラスサンデーの絆ゲージ+5,,,,,,,
813,813,5,賢さ,101,マーベラスサンデー(SRサポート),5,6,4,2,通常イベント,問答無用のマーベラス☆,もっとやる気を出したいんだ,,やる気アップ,スピード+5,マーベラスサンデーの絆ゲージ+5,,,,,,,
814,814,5,賢さ,102,マチカネフクキタル(SRサポート),5,1,1,1,連続イベント,お助けください、こっくり様！,選択肢なし,,体力+5,やる気アップ,スキルPt+15,マチカネフクキタルの絆ゲージ+5,,,,,,
815,815,5,賢さ,102,マチカネフクキタル(SRサポート),5,2,1,1,連続イベント,お導きとお友だち,みんなを信じて！,,スキルPt+45,マチカネフクキタルの絆ゲージ+5,,,,,,,,
816,816,5,賢さ,102,マチカネフクキタル(SRサポート),5,2,2,1,連続イベント,お導きとお友だち,気分転換に、1度走る？,,体力-20(+10の場合有),『右回り◯』のヒントLv+1~3,マチカネフクキタルの絆ゲージ+5,ランダムでやる気アップ,,,,,,
817,817,5,賢さ,102,マチカネフクキタル(SRサポート),5,3,1,2,通常イベント,信仰心と親切心が交わる時ーー,片っ端から作業を振ってみる,,スキルPt+30,マチカネフクキタルの絆ゲージ+5,,,,,,,,
818,818,5,賢さ,102,マチカネフクキタル(SRサポート),5,3,2,2,通常イベント,信仰心と親切心が交わる時ーー,自分に親切にしてみるとかはどう？,,体力+20,マチカネフクキタルの絆ゲージ+5,,,,,,,,
819,819,5,賢さ,102,マチカネフクキタル(SRサポート),5,4,1,2,通常イベント,全力スピリチュアル,ただ急いでいるだけの気が……,,賢さ+5,スキルPt+15,マチカネフクキタルの絆ゲージ+5,,,,,,,
820,820,5,賢さ,102,マチカネフクキタル(SRサポート),5,4,2,2,通常イベント,全力スピリチュアル,もう少し気合いも込めてみたら？,,体力-10,スピード+5,スタミナ+5,パワー+5,マチカネフクキタルの絆ゲージ+5,,,,,
821,821,5,賢さ,103,メジロドーベル(SRサポート),5,1,1,1,連続イベント,褒められたって,選択肢なし,,体力+10,根性+5,,,,,,,,
822,822,5,賢さ,103,メジロドーベル(SRサポート),5,2,1,1,連続イベント,見られてたって,選択肢なし,成功時：,体力+20,スタミナ+15,『差し切り体勢』のヒントLv+1,,,,,,,
823,823,5,賢さ,103,メジロドーベル(SRサポート),5,3,1,1,連続イベント,見られてたって,選択肢なし,失敗時：,体力+5、スタミナ+5,,,,,,,,,
824,824,5,賢さ,103,メジロドーベル(SRサポート),5,4,1,2,通常イベント,喜んでくれるかな……,別のプレゼントを探してみたら？,,スキルPt+45,メジロドーベルの絆ゲージ+5,,,,,,,,
825,825,5,賢さ,103,メジロドーベル(SRサポート),5,4,2,2,通常イベント,喜んでくれるかな……,覚悟を決めて、突っ込もう！,,『負けん気』のヒントLv+1,メジロドーベルの絆ゲージ+5,,,,,,,,
826,826,5,賢さ,103,メジロドーベル(SRサポート),5,5,1,2,通常イベント,やってみてもいい,体を鍛えて自信をつけよう！,,体力+15,メジロドーベルの絆ゲージ+5,,,,,,,,
827,827,5,賢さ,103,メジロドーベル(SRサポート),5,5,2,2,通常イベント,やってみてもいい,鏡の前で笑顔の練習！,,やる気アップ,スキルPt+15,メジロドーベルの絆ゲージ+5,,,,,,,
828,828,5,賢さ,104,イクノディクタス(SRサポート),5,1,1,1,連続イベント,イクノ式友情メソッド,選択肢なし,,賢さ+10,スキルPt+20,,,,,,,,
829,829,5,賢さ,104,イクノディクタス(SRサポート),5,2,1,1,連続イベント,イクノ式サポートメソッド,心肺を鍛えて逃げに特化！,,賢さ+15,『逃げ駆け引き』のヒントLv+3,イクノディクタスの絆ゲージ+5,,,,,,,
830,830,5,賢さ,104,イクノディクタス(SRサポート),5,2,2,1,連続イベント,イクノ式サポートメソッド,脚力強化の追い込みで！,,賢さ+15,『追込駆け引き』のヒントLv+3,イクノディクタスの絆ゲージ+5,,,,,,,
831,831,5,賢さ,104,イクノディクタス(SRサポート),5,3,1,2,通常イベント,イクノ式万全メソッド,全部1人でやるの？,,賢さ+10,イクノディクタスの絆ゲージ+5,,,,,,,,
832,832,5,賢さ,104,イクノディクタス(SRサポート),5,3,2,2,通常イベント,イクノ式万全メソッド,随分と熱心なんだね,,スキルPt+30,イクノディクタスの絆ゲージ+5,,,,,,,,
833,833,5,賢さ,104,イクノディクタス(SRサポート),5,4,1,2,通常イベント,イクノ式マネジメント論,俺のスケジュールも見て欲しい,,スタミナ+20,イクノディクタスの絆ゲージ+5,,,,,,,,
834,834,5,賢さ,104,イクノディクタス(SRサポート),5,4,2,2,通常イベント,イクノ式マネジメント論,コツとか教えて,,『トリック（後）』のヒントLv+1,イクノディクタスの絆ゲージ+5,,,,,,,,
835,835,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,1,1,1,連続イベント,背、追いかけて,ネイチャも若いな〜,,体力+5,賢さ+3,ナイスネイチャの絆ゲージ+5,,,,,,,
836,836,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,1,2,1,連続イベント,背、追いかけて,俺も気合い入ったよ,,ナイスネイチャの絆ゲージ＋20,,,,,,,,,
837,837,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,2,1,1,連続イベント,背、追い風を受けて,選択肢なし,,体力+10,賢さ+5,伏兵◯のヒントLv+3,ナイスネイチャの絆ゲージ+5,,,,,,
838,838,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,3,1,2,通常イベント,（ニャンとも）ガラじゃない,癒されることも大事だと伝える,,体力+20,ナイスネイチャの絆ゲージ+5,,,,,,,,
839,839,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,3,2,2,通常イベント,（ニャンとも）ガラじゃない,クレバーに入店する方法を伝える,,体力+10,賢さ+5,ナイスネイチャの絆ゲージ+5,,,,,,,
840,840,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,4,1,2,通常イベント,（美味しい）おせっかい,大根おろしで食べるペースアップ！,,『ペースアップ』のヒントLv+1,ナイスネイチャの絆ゲージ+5,,,,,,,,
841,841,5,賢さ,105,ナイスネイチャ(イベント配布報酬),5,4,2,2,通常イベント,（美味しい）おせっかい,寮で天ぷら祭りだ！,,やる気アップ,体力最大値+4,ナイスネイチャの絆ゲージ+5,,,,,,,
842,842,5,賢さ,106,メジロアルダン(SRサポート),5,1,1,1,連続イベント,みんなで作る特製ドリンク,それだけ2人が好きってことだな,成功：,体力+10,スピード+5,賢さ+5,スキルPt+10,,,,,,
843,843,5,賢さ,106,メジロアルダン(SRサポート),5,1,2,1,連続イベント,みんなで作る特製ドリンク,それだけ2人が好きってことだな,失敗：,賢さ+10,,,,,,,,,
844,844,5,賢さ,106,メジロアルダン(SRサポート),5,2,1,1,連続イベント,ライバルをよくチェックしてるんだな,選択肢なし,,やる気アップ,スピード+10,,,,,,,,
845,845,5,賢さ,106,メジロアルダン(SRサポート),5,3,1,1,連続イベント,立ちたい場所はただ1つ,選択肢なし,,体力+30,やる気アップ,,,,,,,,
846,846,5,賢さ,106,メジロアルダン(SRサポート),5,4,1,2,通常イベント,硝子の少女は学びたい,『3分で出来る！健康アスリートレシピ』,,スピード+10,メジロアルダンの絆ゲージ+5,,,,,,,,
847,847,5,賢さ,106,メジロアルダン(SRサポート),5,4,2,2,通常イベント,硝子の少女は学びたい,『脳を変える快眠のコツ』,,体力+10,賢さ+5,メジロアルダンの絆ゲージ+5,,,,,,,
848,848,5,賢さ,106,メジロアルダン(SRサポート),5,5,1,2,通常イベント,硝子の少女は遊びたい,『かるた』なんてどう？,,スピード+10,賢さ+10,メジロアルダンの絆ゲージ+5,,,,,,,
849,849,5,賢さ,106,メジロアルダン(SRサポート),5,5,2,2,通常イベント,硝子の少女は遊びたい,ウマトックに映え動画をアップとか？,,『先行ためらい』のヒントLv+1,メジロアルダンの絆ゲージ+5,,,,,,,,
850,850,6,友人,107,駿川たづな(SSRサポート),6,1,1,4,おでかけイベント,情熱のふたり,お話もっと聞きたいです！,,体力+10~16,賢さ+5~6,やる気アップ,駿川たづなの絆ゲージ+5,駿川たづなとお出かけ可能に,※サポート効果により数値が変動,,,,
851,851,6,友人,107,駿川たづな(SSRサポート),6,1,2,4,おでかけイベント,情熱のふたり,では、仕事があるのでそろそろ…,,やる気ダウン,駿川たづなの絆ゲージ-5,『展開窺い』ヒントLv+1,※以降、お出かけに誘えなくなる,,,,,,
852,852,6,友人,107,駿川たづな(SSRサポート),6,2,1,4,おでかけイベント,牛乳ときどきリンゴ（お出かけ1）,選択肢なし,,体力+25~40,スピード+5~6,やる気アップ,駿川たづなの絆ゲージ+5,※サポート効果により数値が変動,,,,,
853,853,6,友人,107,駿川たづな(SSRサポート),6,3,1,4,おでかけイベント,驚異の逃げ脚？（お出かけ2）,選択肢なし,,体力+25~40,駿川たづなの絆ゲージ+5,バッドコンディションが治る,※サポート効果により数値が変動,,,,,,
854,854,6,友人,107,駿川たづな(SSRサポート),6,4,1,4,おでかけイベント,キネマの思ひ出（お出かけ3）,選択肢なし,,体力+25~40,スタミナ+5~6,やる気アップ,駿川たづなの絆ゲージ+5,※サポート効果により数値が変動,,,,,
