id,genreNo,genreName,skillName,hurigana,champEvaluation,teamEvaluation,type,anotherSkill,effect,EvaluationSentence,needPint,evaluationPoint,evaluationEfficiency
303,6,金水スキル,泰然自若,たいぜんじじゃく,5,5,ノーマル,マイペース,レース中盤初めの方に中団にいると速度をわずかに落として持久力をすごく回復する＜長距離＞,発動条件は差しと非常に相性が良いが、先行や追込でも発動を狙える。速度をわずかに落とす効果がある代わりに回復効果が高い。,340,320,1.71
304,6,金水スキル,どこ吹く風,どこふくかぜ,3,3,ノーマル,ウマ込み冷静,レース中盤に囲まれると持久力が回復する,発動タイミングは優秀だが、発動率は同じ作戦のウマ娘の数やレース展開に左右され安定しにくいため、他の回復スキルよりも優先度は低い。,340,291,1.71
305,6,金水スキル,眠れる獅子,ねむれるしし,4,4,ノーマル,後方待機,レース中盤に脚を溜めて疲れにくくなる＜作戦・追込＞,発動タイミングが優秀な回復スキル。後方でないと発動しないため、他のウマ娘の作戦やレース展開に発動率が左右される。,360,320,1.62
306,6,金水スキル,鋼の意志,はがねのいし,2,2,ノーマル, 隠れ蓑,レース序盤または中盤に前が詰まった時に強い意思を保ち持久力が回復する,前が詰まる条件が意図的に狙いにくく、避けたい展開なので優先度は低い。,320,291,1.82
307,6,金水スキル,不屈の心,ふくつのこころ,4,3,ノーマル,ペースキープ,レース中盤に追い抜かれると持久力が回復する,比較的発動しやすいが、レース展開に左右され安定はしにくい。他の優秀な回復スキルに比べると優先度はやや低め。,340,291,1.71
308,6,金水スキル,余裕綽々,よゆうしゃくしゃく,5,4,ノーマル,スタミナキープ,レース中盤が迫ったとき疲れにくくなる＜作戦・先行＞,レース序盤での回復は無駄になりにくく、発動率も高い優秀な回復スキル。,360,320,1.62
309,6,金水スキル,リラックス,りらっくす,1,3,ノーマル,小休憩,レース終盤に持久力が回復する＜作戦・差し＞,終盤での回復はラストスパートに活かせないので、優先度は低い。,360,320,1.62
310,6,金水スキル,冷静沈着,れいせいちんちゃく,2,1,ノーマル,冷静,前が詰まった時に落ち着いて態勢を立て直す＜作戦・追込＞,発動率はレース展開に左右され、安定しにくい。前が詰まる状況は避けたいので他の回復スキルよりも優先度は低い。,360,320,1.62
311,6,金水スキル,レースプランナー,れーすぷらんなー,5,5,ノーマル,好位追走,レース中盤で疲れにくくなる＜作戦・先行＞,レース中盤での回復は無駄にならないうえに、難しい発動条件もないため非常に優秀な回復スキル。,360,320,1.62
312,7,金赤スキル,独占力,どくせんりょく,5,3,ノーマル,束縛,レース終盤に後ろの方にいると前の速度を下げる＜中距離＞,相手の作戦に関係なく複数を対象にできる点が優秀な速度デバフ。発動条件は差しや追込と相性が良い。,320,320,1.82
313,7,金赤スキル,悩殺術,のうさつじゅつ,4,4,ノーマル,後方釘付,レース序盤に前の方にいると後方のウマ娘が萎縮する＜短距離＞,速度を減少させる効果。発動条件は逃げや先行と相性が良く、発動率も高め。,340,271,1.45
314,7,金赤スキル,スタミナグリード,すたみなぐりーど,5,5,ノーマル,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をわずかに奪う＜長距離＞,デバフ効果と回復効果を持つスキル。発動条件は差しや追込と相性が良い。長距離で重要なスタミナに差をつけられるので非常に強力。,320,268,1.53
315,7,金赤スキル,八方にらみ,はっぽうにらみ,5,4,ノーマル,鋭い眼光,レース終盤に他のウマ娘が動揺する＜作戦・差し＞,スタミナを下げるデバフスキル。スタミナ切れによる失速を狙える。相手の作戦に関係なく複数を対象にできる点が優秀。表記されていないが、順位が後ろの方でないと発動しない。,360,320,1.62
316,7,金赤スキル,見惚れるトリック,みとれるとりっく,4,2,ノーマル,トリック（前）,レース中盤に前の方にいると後ろの掛かったウマ娘が疲れる,掛かり状態のウマ娘が対象のスタミナ減少デバフ。発動条件は逃げか先行と相性が良い。,280,291,2.08
317,7,金赤スキル,魅惑のささやき,みわくのささやき,3,2,ノーマル,ささやき,レース中盤にすぐ前のウマ娘を戸惑わせる＜中距離＞,スタミナを下げるデバフスキル。どの作戦でも使うことができ、汎用性は高い。,320,320,1.82
318,7,金赤スキル,奇術師,きじゅつし,4,5,ノーマル,目くらまし,レース終盤で前方のウマ娘の視野が狭くなる＜長距離＞,前のウマ娘の視野を狭くすることで、主にコース取りへの影響を期待できる。取得に必要なPtが低いため競技場でおすすめ。,220,226,1.86
319,7,金赤スキル,幻惑のかく乱,げんわくのかくらん,5,5,ノーマル,かく乱,レース終盤に前の方にいると後方の視野が少し狭くなる＜作戦・先行＞,主に差しや追込に対して、視野を狭くすることで終盤のコース取りへの影響を期待できる。取得に必要なPtが低く、発動しやすいので競技場でおすすめ。,220,274,2.26
320,7,金赤スキル,布陣,ふじん,5,3,ノーマル,布石,レース序盤に後ろにいると前の動きを鈍くする＜マイル＞,加速力を減少させる効果。発動条件は差しや追込と相性が良い。逃げウマ娘への対策として有効で、チームレースで味方の逃げウマ娘を有利にできる。,320,320,1.82
321,8,金緑スキル,初嵐,はつあらし,5,1,ノーマル, 秋ウマ娘◎,秋のレースが得意になりスピードとパワーが上昇する,『秋ウマ娘◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。,330,287,2.21
322,8,金緑スキル,春一番,はるいちばん,5,1,ノーマル,春ウマ娘◎,春のレースが得意になりスピードとパワーが上昇する,『春ウマ娘◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。,330,287,2.21
323,8,金緑スキル,右回りの鬼,みぎまわりのおに,5,3,ノーマル,右回り◎,右回りコースが得意になりスピードとパワーが上昇する,『右回り◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。競技場でもアイテム使用で発動を狙える。,330,287,2.21
324,8,金緑スキル,淀の申し子,よどのもうしご,5,2,ノーマル, 京都レース場◎,京都レース場が得意になりスタミナと賢さが上昇する,『京都レース場◎』の上位に当たるスキルで賢さも上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。,330,287,2.21
325,8,金緑スキル,良バ場の鬼,りょうばじょうのおに,5,4,ノーマル, 良バ場◎,「良」のバ場状態が得意になりパワーとスピードが上昇する,『良バ場◎』の上位スキル。スピードとパワーが上昇する。あらかじめレース条件が定められているチャンピオンズミーティングやレジェンドレースで非常に強力。競技場でもアイテム使用で発動を狙える。,330,287,2.21
326,8,金緑スキル,スーパーラッキーセブン,すーぱーらっきーせぶん,3,2,ノーマル,ラッキーセブン,枠番が7の時に良いことが起きる場合がある,スピード/スタミナ/パワーを上げる効果。発動できれば強力だが、発動率が非常に低い一か八かのスキル。,220,160,1.45
327,8,金緑スキル,大逃げ,だいにげ,5,5,レア,なし,通常の逃げの作戦よりさらに大きく後続を引き離して、そのまま逃げ切ろうとする＜作戦・逃げ＞,作戦が大逃げという扱いになり、通常の逃げよりも更に序盤から前を目指すようになる。大逃げが発動しても通常の逃げ用スキルは発動可能。,200,407,1.85
328,9,固有スキル,113転び114起き,113ころび114おき,5,4,固有,なし,最終コーナーで先頭から離されているとその距離が遠いほど頑張り続けて速度を少しずつ上げる,ハルウララ(新衣装)の固有スキル。先頭から離れていることが発動条件なので差し追込と相性が良く、距離が開いているほど持続時間が長くなる。短距離/マイルでは中盤の速度スキルとして機能しやすい。,200,180,0.9
329,9,固有スキル,Fairy tale,Fairy tale,3,4,固有,なし,レース後半に好位置で競り合うと走ることに心を躍らせて速度を上げる,ファインモーションの固有スキル。好位置条件は先行と相性が良い。競り合うことが条件に含まれるが、発動区間がレース後半と広く設けられているため比較的発動しやすい。,200,180,0.9
330,9,固有スキル,G00 1stF∞,G00 1stF∞,3,3,固有,なし,最終直線までみずから崩れることなく前の方にいると速度が上がる,ミホノブルボンの固有スキル。最終直線までに出遅れ・掛かり状態になっていないことが条件。賢さを上げることで発動条件を満たしやすくなる。出遅れの確率を減らせる「集中力」とも相性が良い。,200,180,0.9
331,9,固有スキル,GET DOWN,GET DOWN,3,2,固有,なし,最終コーナー走行中に中団で競り合うと抜け出しやすくなる,ゴールドシチー(新衣装)の固有スキル。差しや先行と相性は良いが、最終コーナー限定で競り合う必要があるため発動条件は厳しめ。効果は速度&加速力アップ。,200,180,0.9
332,9,固有スキル,Guten Appetit♪,Guten Appetit,4,4,固有,なし,最終コーナー以降に3回追い抜くと抱いた誇りを力に変えて最終直線で速度を上げ続ける,エイシンフラッシュ(新衣装)の固有スキル。長距離は最終コーナーが終盤の後半に位置するため、3回追い抜く条件を満たしづらい。他の速度固有スキルよりも効果時間が長く、効果量は変わらない点が特徴。,200,180,0.9
333,9,固有スキル,I Never Goof Up!,I Never Goof Up,5,3,固有,なし,レース終盤のコーナーで中団以降のポジションから追い抜くとあきらめない心を発揮して前を目指す,メイショウドトウの固有スキル。速度と加速力がアップする複合効果。先行でも発動は狙えるが、終盤で順位を上げやすい差しならより発動しやすい。,200,180,0.9
334,9,固有スキル,II'M☆FULL☆SPEED!!,II'MFULLSPEED,4,4,固有,なし,レース中間に好位置で少し疲れてくると気合を入れ直して大きく前へ踏み込む,ヒシアケボノの固有スキル。速度と加速力アップの複合効果。先頭では発動しないため逃げとは相性が悪い。スタミナが一定以下になることが条件に含まれるが、自然に満たしやすい条件となっている。,200,180,0.9
335,9,固有スキル,LookatCurren,LookatCurren,5,3,固有,なし,レース中間付近で好位置にいる時に追い抜くと勢いづき進出を開始する,カレンチャンの固有スキル。速度＆加速力アップの複合効果。発動条件は先行と相性が良い。ただし条件はやや厳しく、中盤速度スキルで補助したい。,200,180,0.9
336,9,固有スキル,Nemesis,Nemesis,3,3,固有,なし,最終コーナー以降で中団から前へ出る時、切れ味が増し速度が上がる,ナリタタイシンの固有スキル。追込と相性は良いが、最終コーナーの前に終盤の直線があるコースでは順位を上げてしまい発動しづらくなる。,200,180,0.9
337,9,固有スキル,Presents from X,Presents from X,3,2,固有,なし,スタート後からレース後半まで好位置を維持し続けるとレース中盤に勝利への道筋を見出し速度を上げる,ビワハヤヒデ(クリスマス)の固有スキル。好位置条件は先行と相性が良いが、先頭は含まれないため逃げとは相性が悪い。スタート直後は好位置に居なくても条件の成否に影響しない。,200,180,0.9
338,9,固有スキル,Pride of KING,Pride of KING,4,3,固有,なし,レースを冷静に運ぶことができると残り200mで実力発揮、速度がすごく上がる,キングヘイローの固有スキル。発動条件は差しや追込と相性が良い。掛かると不発するが、出遅れは問題無い。発動条件がやや厳しい代わりに効果量が高い。,200,180,0.9
339,9,固有スキル,Schwarze Schwert,Schwarze Schwert,3,3,固有,なし,最終直線まで冷静に自身の計画通り走行できれば、先頭目がけて鋭い脚で速度を上げる,エイシンフラッシュの固有スキル。1位や2位では発動しないため、差しと相性が良い。出遅れ・掛かり状態にならないことも条件に含まれる。,200,180,0.9
340,9,固有スキル,Shadow Break,Shadow Break,5,5,固有,なし,最終コーナー以降で外から追い抜くと怪物的な力で、速度を上げる中盤競り合っていた場合はすごく上がる,ナリタブライアンの固有スキル。逃げ以外の作戦と相性が良く、発動率は高め。中盤に競り合っていた場合は効果量が高くなり、追加効果の発動率も高めなので強力。,200,180,0.9
341,9,固有スキル,win Q.E.D,win QED,2,3,固有,なし,最終コーナー以降に前の方で追い抜くと勝利の方程式を導き、速度を上げる,ビワハヤヒデの固有スキル。発動条件は先行や差しと相性が良い。,200,180,0.9
342,9,固有スキル,YEAH☆VIVID TIME!,YEAHVIVID TIME,3,4,固有,なし,最終直線を走行中に好位置で追い抜くまたは詰め寄られるとテンションを上げて速度を上げる,トーセンジョーダンの固有スキル。“追い抜き”か“詰め寄られ”どちらかを満たせば発動でき、汎用性が高い。先頭は好位置に含まれないため逃げとは相性が悪い。,200,180,0.9
343,9,固有スキル,憧れは桜を越える！,あこがれはさくらをこえる,3,3,固有,なし,残り300mを切って好位置にいるとき前のウマ娘との距離が近いと強い想いが花開き速度が上がる,サクラチヨノオーの固有スキル。発動条件は先行と相性が良い。条件が残り300m以降なので、短距離以外なら終盤の加速が終わってから発動するため無駄になりにくい。,200,180,0.9
344,9,固有スキル,アナタヲ・オイカケテ,あなたをおいかけて,5,5,固有,なし,レース後半に中団から『お友達』を追って速度を少しずつ上げ前方のウマ娘をちょっと萎縮させる,マンハッタンカフェの固有スキル。差しや追込と相性が良く、非常に発動しやすい。速度上昇量が低い代わりに効果時間が長い。発動時に前方のウマ娘の速度を下げるデバフ効果付き。,200,180,0.9
345,9,固有スキル,一期の夢、刹那の飛翔,いっきのゆめせつなのひしょう,4,5,固有,なし,最終直線で後ろのウマ娘と距離が近いとこの瞬間に懸け持久力をわずかに使い少しの間速度がすごく上がる,メジロアルダンの固有スキル。順位条件が無く、どの作戦でも発動しやすい。他の固有スキルよりも効果量が高いが、効果時間が若干短い。持久力を消費するのでスタミナに多少の余裕を持っておきたい。,200,180,0.9
346,9,固有スキル,禾スナハチ登ル,いねすなはちのぼるる,3,3,固有,なし,レース後半に後方で詰め寄られるとマシマシの幸運パワーが身体に実り速度が上がる,新衣装マチカネフクキタルの固有スキル。差しと相性が良い。ただし後方詰め寄られる条件は他のウマ娘の作戦や能力に依存するので安定しにくい。,200,180,0.9
347,9,固有スキル,麗しき花信風,うるわしきかしんふう,5,4,固有,なし,レース後半に中団から残り持久力に応じたロングスパートをかけて速度をわずかに上げ続ける,メジロブライトの固有スキル。中団条件は差し追込向き。発動時点での残りスタミナに応じて持続時間が伸びるため、先に発動する回復スキルと相性が良い。,200,180,0.9
348,9,固有スキル,オペレーション・Cacao,おぺれーしょんCacao,5,5,固有,なし, 中盤のコーナーで先団を走行中後ろに他ウマ娘を検知するとわずかに息を入れ、さらに速度を上げる,ミホノブルボン(新衣装)の固有スキル。速度アップ&回復の複合効果。距離を問わず、逃げ以外に先行でも発動を狙いやすい。,200,180,0.9
349,9,固有スキル,晦冥を照らせ永遠の耀き,かいめいをてらせえいえんのかがやき,5,4,固有,なし,最終直線に入ったとき好位置につけていると強い意志で速度が上がる、先頭が近い場合はすごく上がる,サトノダイヤモンドの固有スキル。差しや追込でも発動は狙えるが、発動できるのは最終直線に入るタイミングのみなので、常に好位置につきやすい先行だと安定しやすい。先頭と距離が近い場合は効果が高くなる。,200,180,0.9
350,9,固有スキル,翳り退く、さざめきの矢,かげりしりぞくさざめきのや,4,3,固有,なし,最終コーナー以降に先団で詰め寄られると闘志を燃やして速度を上げる,シンボリルドルフ(新衣装)の固有スキル。逃げや先行と相性が良く、最終コーナー以降に前の方で追い越されそうになると発動する。条件はやや厳しいが発動範囲が広いため発動率はそこそこ。,200,180,0.9
351,9,固有スキル,勝ち鬨ワッショイ！,かちどきわっしょい,5,5,固有,なし,前方にいるとき、レース後半の第3コーナーで速度を少し上げる、または終盤の向正面で力強く前に踏み込む,キタサンブラックの固有スキル。コース条件によって効果が変わり、中距離以下では第3コーナー、長距離では向正面での発動効果となる。長距離で特に強力で、先頭以外に2位でも発動できる,200,180,0.9
352,9,固有スキル,カッティング×DRIVE！,かってぃんぐ×DRIVE,3,3,固有,なし,残り200mを切って前の方にいると競り合いに強くなり速度が上がる,ウオッカの固有スキル。残り200mを通過してから条件を満たしても発動するが、間に合わないことも。先頭だと発動しない点に注意。,200,180,0.9
353,9,固有スキル,貴顕の使命を果たすべく,きけんのしめいをはたすべく,4,5,固有,なし,最終コーナーで前の方にいると抜かさせない覚悟を決めて速度が上がる,メジロマックイーンの固有スキル。逃げ先行と相性が良く、非常に発動しやすい。,200,180,0.9
354,9,固有スキル,きっとその先へ…！,きっとそのさきへ,4,5,固有,なし,レース終盤で3番手の時に負けそうになると闘志に火が付き速度が上がる,ナイスネイチャの固有スキル。逃げ以外と相性が良い。レース終盤で一瞬でも3位になれば発動条件を満たせるので、非常に発動しやすい。,200,180,0.9
355,9,固有スキル,来ます来てます来させます！,きますきてますこさせます,3,2,固有,なし,レース終盤に前方が詰まるとお告げの力で道を切り開く,マチカネフクキタルの固有スキル。効果は速度上昇と少しの加速力上昇。差しや追込と相性は良いが、前を塞がれる条件が意図的に満たしづらく、発動率は低い,200,180,0.9
356,9,固有スキル,究極テイオーステップ,きゅうきょくていおーすてっぷ,4,3,固有,なし,最終直線で前と差が詰まると華麗な脚取りで速度がすごく上がる,トウカイテイオーの固有スキル。逃げ以外の作戦なら発動を狙えるが、特に相性が良いのは差し。他の固有スキルよりも効果量が高い。,200,180,0.9
357,9,固有スキル,キラキラ☆STARDOM,きらきらSTARDOM,4,5,固有,なし,レース中盤の直線で前の方にいるとき後ろのウマ娘と距離が近いと譲らない想いが力になる,スマートファルコンの固有スキル。速度を上げる効果。逃げと相性が良く、固有スキルの中では発動タイミングがかなり早め。,200,180,0.9
358,9,固有スキル,煌星のヴォードヴィル,きらぼしのヴぉーどヴぃる,4,4,固有,なし,最終直線で前の方で少し抜け出していると輝きを増し速度がすごく上がる,フジキセキの固有スキル。発動条件は逃げ先行と相性が良い。他の固有スキルよりも効果量が高め。,200,180,0.9
359,9,固有スキル,薫風、永遠なる瞬間を,くんぷうえいえんなるしゅんかんを,4,4,固有,なし,レース中盤で前の方から仕掛け始める時に速度が上がる,花嫁エアグルーヴの固有スキル。先行と相性が良く、発動率も高め。,200,180,0.9
360,9,固有スキル,グッときて♪Chu,ぐっとしてChu,5,5,固有,なし,スキルで持久力を回復するとレース後半で前のほうにいる時にレッツラゴー！と速度を上げる,水着マルゼンスキーの固有スキル。意図的に発動させやすく、序盤～中盤で回復した場合は後半ですぐに発動できる。,200,180,0.9
361,9,固有スキル,ぐるぐるマミートリック♡,ぐるぐるまみーとりっく,4,3,固有,なし,最終直線を好位置で走行中前のウマ娘との距離が近いと抜け出しやすくなる,ハロウィンスーパークリークの固有スキル。逃げ以外と相性が良く、発動率も高め。,200,180,0.9
362,9,固有スキル,恵福バルカローレ,えふくばるかろーれ,5,5,固有,なし, 残り400m地点で先団だと少しの間速度を上げる、それまでに7回スキルを使っている場合はすごく上げる,テイエムオペラオー(新衣装)の固有スキル。先頭でも発動可能で逃げ先行と相性が良く、発動地点が決まっているため中距離以上のレースでは無駄になりにくい。スキルを7回以上発動していると効果が高くなるが、持続時間は他の速度固有スキルよりも少し短い。,200,180,0.9
363,9,固有スキル,最強の名をかけて,さいきょうのなをかけて,3,4,固有,なし,最終コーナー以降に前めで力が尽きかけ詰め寄られると速度を上げ続ける,メジロマックイーン(新衣装)の固有スキル。発動条件は逃げ先行と相性が良い。効果の持続時間が長め。,200,180,0.9
364,9,固有スキル,シューティングスター,しゅーてぃんぐすたー,4,5,固有,なし,レース終盤に前の方で相手を抜くと勢いに乗って速度が上がりさらに加速力がちょっと上がる,スペシャルウィークの固有スキル。逃げ以外の作戦と相性が良く、発動条件が非常に易しい。若干の加速力上昇効果があるため、終盤直ぐに発動しても無駄にならない。,200,180,0.9
365,9,固有スキル,勝利の鼓動,しょうりのこどう,4,4,固有,なし,残り200m地点で前の方にいると道を開いてすごく抜け出しやすくなる,オグリキャップの固有スキル。発動条件は先行や差しと相性が良く、先頭では発動しないため逃げとは相性が悪い。発動タイミングは残り200m地点のみで、200mを切ってから条件を満たした場合は発動できない。,200,180,0.9
366,9,固有スキル,勝利のチケットを、君にッ！,しょうりのちけっとをきみにっ,3,3,固有,なし,最終コーナー以降に競り合っていると最終直線で前方にいる時強い気持ちが湧き速度が上がる,ウイニングチケットの固有スキル。先行や差しと相性は良いが、競り合い条件がやや厳しく発動率は控えめ。,200,180,0.9
367,9,固有スキル,白い稲妻、見せたるで！,しろいいなずまみせたるで,4,5,固有,なし,レース後半の直線で好位置にいるまたは中団から前を狙うと稲妻の如く駆けて行く,タマモクロスの固有スキル。効果は速度&加速力アップで無駄になりにくい。発動条件が2種類あり、逃げ以外の作戦であれば発動を狙えるが、自身が中団にいる場合は発動しない。,200,180,0.9
368,9,固有スキル,精神一到何事か成らざらん,せいしんいっとうなにごとかならざらん,3,4,固有,なし,最終直線で後ろの方から追い抜くと末脚を使って速度が上がる,グラスワンダーの固有スキル。発動条件は差し追込と相性が良い。,200,180,0.9
369,9,固有スキル,聖夜のミラクルラン！,せいやのみらくるらん,4,3,固有,なし,スキルで持久力を3回以上回復するとレース後半で勝利に向かい呼吸を整えて力強く踏み込んでいく,オグリキャップ(クリスマス)の固有スキル。速度&加速アップに加えて持久力を回復する効果。条件さえ満たせばどの作戦でも発動可能だが、回復スキルを3つ発動させる必要があるため発動条件はやや厳しい。,200,180,0.9
370,9,固有スキル,先頭の景色は譲らない…！,せんとうのけしきはゆずらない,4,4,固有,なし,レース後半に差を付けて先頭にいるとさらなる脚を使って、速度を上げる,サイレンススズカの固有スキル。普通の逃げの場合は発動条件がやや厳しいが、自身が大逃げで他に大逃げが居ないレースなら発動しやすい。,200,180,0.9
371,9,固有スキル,絶対は、ボクだ,ぜったいはぼくだ,5,4,固有,なし,最終コーナー以降に前の方で追いすがっていると最終直線を走行中不屈の闘志で速度がすごく上がる,トウカイテイオー(新衣装)の固有スキル。発動条件は先行と相性が良く、効果量が高い。,200,180,0.9
372,9,固有スキル,タイマン！デッドヒート！,たいまんでっどひーと,3,4,固有,なし,最終コーナー以降に後ろの方から外を回って追い抜いていると最終直線で速度を上げる,ヒシアマゾンの固有スキル。発動条件は追込や差しと相性が良い。コーナーでは外から追い抜くことが多いので、外を回って条件も満たしやすい。,200,180,0.9
373,9,固有スキル,ディオスクロイの流星,でぃおすくろいのりゅうせい,4,5,固有,なし,最終直線で先頭から離されていると星に導かれるように速度が上がる。最後方付近にいる場合はすごく上がる,最終直線で先頭から離されていると星に導かれるように速度が上がる。最後方付近にいる場合はすごく上がる,200,180,0.9
374,9,固有スキル,尊み☆ﾗｽﾄｽﾊﾟー(ﾟ∀ﾟ)ーﾄ!,とうとみらすとすぱーと,4,5,固有,なし,レース終盤に2回追い抜くと間近で拝むウマ娘ちゃんのあまりの尊さに思わず速度を上げてコース取りがうまくなる,アグネスデジタルの固有スキル。差しや追込なら発動条件を満たしやすく、2回の追い抜きが必要なので終盤に入ってしばらくしてから発動しやすい点が優秀。,200,180,0.9
375,9,固有スキル,汝、皇帝の神威を見よ,なんじこうていのしんいをみよ,5,5,固有,なし,レース終盤に3回追い抜くと最終直線で速度がすごく上がる,シンボリルドルフの固有スキル。差し追込と相性が良い。他の固有スキルと比べると効果量が高い。発動タイミングは最終直線だが、3回追い抜く条件はレース終盤全体が対象なので発動しやすい。,200,180,0.9
376,9,固有スキル,姫たるもの、勝利をこの手に,ひめたるものしょうりをこのてに,3,2,固有,なし,最終直線を走行中に競り合うと可憐にぶっ飛ばして速度を上げる,カワカミプリンセスの固有スキル。順位などの条件は無いが、競り合う条件が厳しく安定して発動しにくい。,200,180,0.9
377,9,固有スキル,ひらめき☆ランディング,ひらめきらんでぃんぐ,3,3,固有,なし,最終コーナー以降に前の方で競り合うと直線で抜け出しやすくなる,マヤノトップガンの固有スキル。速度&加速力アップの複合効果。発動条件は逃げや先行と相性が良いが、競り合い条件がやや安定しにくい。,200,180,0.9
378,9,固有スキル,不沈艦、抜錨ォッ！,ふちんかんばつびょうぉっ,5,5,固有,なし,レース中間からロングスパートをかけて速度が少しずつ上がる,ゴールドシップの固有スキル。追込と相性が良く、発動率は高め。表記されてないが、後ろの方にいないと発動しない点に注意。,200,180,0.9
379,9,固有スキル,フラワリー☆マニューバ,ふらわりーまにゅーば,5,5,固有,なし,最終コーナーで前の方で抜くと速度が後ろの方で抜くと加速力が上がる,花嫁マヤノトップガンの固有スキル。前か後ろかで効果が変わる。逃げ以外の作戦と相性が良く、汎用性が高い。,200,180,0.9
380,9,固有スキル,ブリリアント・レッドエース,ぶりりあんとれっどえーす,5,5,固有,なし,レース後半に前の方で1番になる力を発揮する,ダイワスカーレットの固有スキル。速度と加速力を上げる効果。逃げ先行と相性が良く、発動区間がレース後半と広いため発動しやすい。,200,180,0.9
381,9,固有スキル,ブルーローズチェイサー,ぶるーろーずちぇいさー,3,4,固有,なし,最終コーナー以降に追い抜いて先団についていると最終直線で強い意思を持って速度が上がる,ライスシャワーの固有スキル。発動条件は先行差しと相性が良く、発動率も高め。,200,180,0.9
382,9,固有スキル,ブレイズ・オブ・プライド,ぶれいずおぶぷらいど,3,3,固有,なし,最終コーナーで中団以降から追い抜くと女帝たる走りで速度が上がる,エアグルーヴの固有スキル。差しと相性が良い。先行でも発動を狙えるが、相手の能力が低いレースでは発動しにくい。,200,180,0.9
383,9,固有スキル,プランチャ☆ガナドール,ぷらんちゃがなどーる,5,4,固有,なし,最終直線で余力を持って前にいるとより優位を保ちやすくなる,エルコンドルパサーの固有スキル。逃げや先行と相性が良い。発動するためにはスタミナに余裕が必要で、回復スキルと相性が良い。速度と加速力がどちらも上昇する効果。,200,180,0.9
384,9,固有スキル,優等生×バクシン=大勝利ッ,ゆうとうなま×ばくしんだいしょうりっ,5,4,固有,なし,レース後半に前の方で競り合うとバクシン力（？）を発揮、速度が上がる,サクラバクシンオーの固有スキル。逃げや先行と相性が良い。競り合いが条件だが、発動区間がレース後半と広く設けられているため比較的発動しやすい。,200,180,0.9
385,9,固有スキル,ヴィットーリアに捧ぐ舞踏,ゔぃっとーりあにささげぐぶとう,3,4,固有,なし,最終コーナー以降に前の方で前または後ろのウマ娘と距離が近いと王たる輝きで速度が上がる,テイエムオペラオーの固有スキル。発動条件は逃げ先行と相性が良い。,200,180,0.9
386,9,固有スキル,KEEP IT REAL.,KEEP IT REAL,4,5,固有,なし,レース後半に中団から仕掛け始める時に持てるパフォーマンスを発揮して加速力を少しずつ上げる,ゴールドシチーの固有スキル。差しや追込と相性が良い。発動範囲がレース後半と広いため発動はしやすいが、狙ったタイミングで発動させるのは難しい。,200,180,0.9
387,9,固有スキル,アングリング×スキーミング,あんぐりんぐ×すきーみんぐ,5,4,固有,なし,レース終盤のコーナーで先頭にいるとこれ幸いと加速力を上げる,セイウンスカイの固有スキル。逃げと相性が良く、終盤突入地点がコーナーのコースではラストスパート開始と同時に加速力を上げられるため非常に強力。,200,180,0.9
388,9,固有スキル,彼方、その先へ…,かなたそのさきへ,5,3,固有,なし,落ち着いたまま、中盤の仕掛けどころのまたは終盤の勝負どころのコーナーを中団で進むと奮い立ち加速力が上がる,メジロドーベルの固有スキル。順位条件は差しと相性が良い。発動タイミングは中盤の最終コーナーか終盤のコーナー到達時。出遅れは問題ないが、掛かると発動しない。,200,180,0.9
389,9,固有スキル,紅焔ギア/LP1211-M,こうえんぎあ/LP1211M,5,5,固有,なし,最終コーナー以降で前の方にいるとギアを変えて加速力が上がる,マルゼンスキーの固有スキル。逃げ先行と相性が良く、非常に発動しやすい。加速効果なのでスパート開始タイミングに重なれば強力。,200,180,0.9
390,9,固有スキル,コンドル猛撃波,こんどるもうげきなみ,4,3,固有,なし,最終コーナーで中団から前を狙う時魂を燃え滾らせて加速力を上げる,新衣装エルコンドルパサーの固有スキル。差しと相性が良く、発動率も高め。終盤突入地点が最終コーナーのコースではラストスパート開始タイミングで加速力アップでき強力。,200,180,0.9
391,9,固有スキル,レッツ・アナボリック！,れっつあなぼりっく,4,2,固有,なし,レース終盤のコーナーで前の位置につこうとして加速力が上がる,メジロライアンの固有スキル。差し追込と相性は良いが、9人のレースでは6位でのみ発動と順位条件が狭く、発動は安定しにくい。マイル～中距離のレースでスパート開始タイミングに重なりやすく、発動さえできれば非常に強力。,200,180,0.9
392,9,固有スキル,ヴィクトリーショット！,ゔぃくとりーしょっと,5,3,固有,なし,最終直線が迫ったとき好位置にいると弾みを付けて加速力が上がる,タイキシャトルの固有スキル。好位置条件は先行と相性が良く、先頭は含まれないため逃げとは相性が悪い。マイルレースで相性の良いコースが多い。,200,180,0.9
